eval_mode,feature_set,model,acc,f1_macro,f1_weighted,precision_macro,recall_macro,fit_time_s,predict_time_s,best_cv,best_params
split,A — Stats,SVM,0.7866666666666666,0.786745668641716,0.7867456686417159,0.7868493516018268,0.7866666666666666,438.8779616355896,0.0015006065368652344,0.7955525499744527,"{'C': 100, 'coef0': 0.5, 'degree': 2, 'gamma': 1, 'kernel': 'poly'}"
split,A — Stats,KNN,0.74,0.7427141311409896,0.7427141311409897,0.7502711147872438,0.7399999999999999,1.6111440658569336,0.035248756408691406,0.749456495677747,"{'metric': 'chebyshev', 'n_neighbors': 9, 'p': 1, 'weights': 'uniform'}"
split,A — Stats,RF,0.7633333333333333,0.7639923549897228,0.7639923549897227,0.76483897631728,0.7633333333333333,8992.03731918335,0.0617368221282959,0.756824933046896,"{'bootstrap': True, 'criterion': 'entropy', 'max_depth': None, 'max_features': None, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}"
split,B — Tex(opt),SVM,0.8,0.8000514668039114,0.8000514668039114,0.8004445165390326,0.7999999999999999,375.6844880580902,0.003147125244140625,0.8214921491586464,"{'C': 100, 'coef0': 1.0, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}"
split,B — Tex(opt),KNN,0.75,0.7481540905453948,0.7481540905453948,0.7507771194320579,0.75,2.598923683166504,2.9491889476776123,0.7860596492786351,"{'metric': 'minkowski', 'n_neighbors': 11, 'p': 4, 'weights': 'distance'}"
split,B — Tex(opt),RF,0.8233333333333334,0.8227642276422764,0.8227642276422764,0.8243386243386244,0.8233333333333334,8588.130464076996,0.07985234260559082,0.8002778698632905,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}"
split,C — DWT(opt),SVM,0.7033333333333334,0.7030519422760592,0.703051942276059,0.7048071587825228,0.7033333333333335,599.1458423137665,0.0021088123321533203,0.7291476151680905,"{'C': 1, 'coef0': 0.5, 'degree': 3, 'gamma': 'auto', 'kernel': 'poly'}"
split,C — DWT(opt),KNN,0.7,0.6932036580573714,0.6932036580573714,0.7070543787935092,0.7000000000000001,1.6488323211669922,0.0,0.6938666507175789,"{'metric': 'manhattan', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}"
split,C — DWT(opt),RF,0.7566666666666667,0.753984801619124,0.7539848016191241,0.7587823066917879,0.7566666666666667,11166.098271131516,0.11585593223571777,0.7250553635004633,"{'bootstrap': False, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1000}"
split,D — HOG,SVM,0.9033333333333333,0.9031871069595447,0.9031871069595447,0.9039644085989146,0.9033333333333333,495.9263925552368,0.01930522918701172,0.8772040138264297,"{'C': 0.1, 'coef0': 1.0, 'degree': 3, 'gamma': 0.01, 'kernel': 'poly'}"
